clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
3,734,0,0,0,0,1,1,0,0,0,0,0,0,-1.035585720040224,0.7968833920398545,-1.1022927240556808,-1.2756647333116122,-1.2312385120592422,-1.1069935468084353
6,707,0,0,0,1,0,0,0,0,0,1,0,0,-1.035585720040224,-0.8379901256012271,0.22774242286826082,-1.1956370528963494,-1.1525868750459614,-1.173864894538818
1,2693,0,1,0,0,0,0,0,0,0,0,0,1,0.20305613801051417,1.4780806910569722,-0.6589476750810335,0.3159969105030482,0.3680114405441381,0.49791879872073874
4,984,0,0,0,1,0,0,0,0,1,0,0,0,-0.8046524922680526,-0.8379901256012271,0.671087471842908,-0.8132825798012077,-0.8379803269928371,-0.8528824254329829
0,497,0,0,1,0,0,0,0,1,0,0,0,0,-0.8886282114579331,0.5244044724330084,-0.21560262610638634,-1.0089057985940708,-0.9690663886816391,-0.8796309645251358
3,5787,0,0,0,1,0,0,0,0,1,0,0,0,0.43398936578268565,0.4562847425312956,0.671087471842908,0.627215667673513,0.577749139246221,0.6182872246354266
2,5544,0,1,0,0,0,1,0,0,0,0,0,0,0.43398936578268565,2.2955174498775106,-0.21560262610638634,0.49383620031474224,0.4990975022329401,0.7520299200961919
2,2719,0,0,1,0,0,1,0,0,0,0,0,0,-0.1958285281414186,-0.15679282658410937,-0.6589476750810335,-0.03968166912033914,0.0009704678154935289,-0.03705198312231931
1,4416,0,0,1,0,0,0,0,1,0,0,0,0,0.43398936578268565,-0.8379901256012271,-0.21560262610638634,0.6627835256358517,0.6826179885972624,0.5246673378128917
3,5817,0,1,0,0,0,0,0,1,0,0,0,0,0.43398936578268565,0.9331228518432799,0.671087471842908,0.5027281648053267,0.5427928561292071,0.6049129550893505
2,992,0,0,0,1,0,0,1,0,0,0,0,0,-0.8046524922680526,0.6606439322364338,0.671087471842908,-0.8488504377635465,-0.8467193977720904,-0.732513999518295
3,17315,0,0,0,0,1,0,0,0,0,0,1,0,2.5963641349221103,-0.9742295854046525,0.671087471842908,2.1655255245446647,2.1420428087325867,1.8620942924205377
1,4073,0,0,1,0,0,0,0,0,0,0,0,1,0.6439286637573872,0.5244044724330084,-0.21560262610638634,0.7961629929946217,0.743791484052036,0.7921527287344203
3,734,0,0,1,0,0,1,0,0,0,0,0,0,-1.035585720040224,-0.29303228638753487,-0.21560262610638634,-1.2223129463681035,-1.178804087383721,-1.147116355446665
3,6023,0,0,0,1,0,0,0,0,0,0,1,0,0.9588376107194392,0.4562847425312956,0.22774242286826082,1.0095701407686546,1.0409198905466537,1.01951531101772
3,5561,0,0,0,1,0,0,0,0,0,1,0,0,0.49697115517509616,-0.36115201628924276,0.671087471842908,0.7339192415605293,0.6651398470387551,0.6049129550893505
1,4390,0,0,0,1,0,0,1,0,0,0,0,0,0.41299543598521554,0.32004528272787497,0.671087471842908,0.5649719162394199,0.5253147145706999,0.5514158769050446
4,439,0,0,0,0,1,0,0,0,1,0,0,0,-1.1195614392301045,-0.4973914760926682,-1.545637773030328,-1.382368307198628,-1.3448464321895368,-1.3209818595456588
2,616,0,0,0,0,1,0,0,1,0,0,0,0,-0.9096221412554033,0.38816501262958286,0.671087471842908,-1.0444736565564094,-0.9952836010193988,-0.9197537731633655
5,9817,0,0,1,0,0,0,0,1,0,0,0,0,0.622934733959917,-0.36115201628924276,-0.6589476750810335,0.8317308509569605,0.7874868379483038,0.7119071114579621
3,911,0,0,1,0,0,1,0,0,0,0,0,0,-1.0565796498376943,-0.29303228638753487,-0.21560262610638634,-1.231204910858688,-1.2487166536177488,-1.1872391640848943
5,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1615492988250449,-1.0423493153063605,0.671087471842908,-1.4890718810856443,-1.4060199276443113,-1.4413502854603468
2,1415,0,0,0,0,1,1,0,0,0,0,0,0,-0.6367010538882915,0.7287636621381417,0.22774242286826082,-0.6443352544800989,-0.6107644867322477,-0.5185256867810715
3,3292,0,0,0,1,0,0,0,0,0,0,1,0,0.20305613801051417,0.8650031219415671,0.671087471842908,0.3159969105030482,0.27188166197235,0.37755037280605086
3,13572,0,0,0,1,0,0,0,0,0,0,0,1,2.5333823455296995,-0.15679282658410937,1.1144325208175552,2.1210657020917423,2.028434888602293,1.9155913706048435
3,16817,0,0,1,0,0,0,0,0,1,0,0,0,1.9035644516055954,0.04756636312102401,-0.21560262610638634,1.7387112289965998,1.6176985619773803,1.5812346319529322
2,10279,0,0,0,0,1,0,0,0,0,1,0,0,1.546667645048603,0.32004528272787497,0.22774242286826082,1.4008165783543816,1.4866125002885793,1.393994858307861
4,2818,0,0,0,1,0,0,1,0,0,0,0,0,-0.21682245793888874,-1.451067694716632,-0.21560262610638634,0.14704958518193942,0.07088303404952115,-0.06380052221447224
1,4679,0,1,0,0,0,0,0,0,1,0,0,0,1.0008254703143795,1.2737215013518388,-0.21560262610638634,0.9206504958628079,0.8573994041823314,0.9927667719255676
4,3425,0,0,0,1,0,1,0,0,0,0,0,0,-0.21682245793888874,-0.36115201628924276,1.1144325208175552,-0.04857363361092364,-0.03398581530152028,-0.07717479176054841
7,864,0,0,1,0,0,0,0,0,0,0,1,0,-1.014591790242754,-0.6336309358960936,-1.545637773030328,-1.133393301462257,-1.1438478042667073,-1.120367816354512
3,3412,0,0,1,0,0,1,0,0,0,0,0,0,-0.15384066854647827,0.6606439322364338,-1.988982822004975,0.013670117823168685,0.035926750932507336,0.09669071233844535
3,4239,0,1,0,0,0,0,0,0,0,0,1,0,0.43398936578268565,0.5244044724330084,0.671087471842908,0.49383620031474224,0.5427928561292071,0.5514158769050446
3,757,0,0,1,0,0,0,0,1,0,0,0,0,-1.035585720040224,0.11568609302273675,-1.1022927240556808,-1.2223129463681035,-1.1875431581629752,-1.120367816354512
3,6449,0,0,1,0,0,0,0,0,1,0,0,0,0.43398936578268565,0.11568609302273675,0.22774242286826082,0.5560799517488353,0.5952272808047274,0.5514158769050446
5,12098,0,0,0,1,0,0,0,0,0,1,0,0,1.6096494344410135,0.25192555282616225,-0.6589476750810335,1.5341960457131514,1.4691343587300718,1.447491936492167
3,642,0,0,1,0,0,0,0,0,0,0,0,1,-0.867634281660463,-0.36115201628924276,-0.6589476750810335,-0.9199861536882241,-0.8816756808891041,-0.8796309645251358
2,573,0,0,0,1,0,0,0,0,0,1,0,0,-1.035585720040224,0.4562847425312956,1.1144325208175552,-1.2489888398398579,-1.2487166536177488,-1.1337420859005882
2,2629,0,0,0,1,0,0,1,0,0,0,0,0,-0.1958285281414186,-1.5191874246183448,2.0011226187668494,0.09369779823843082,-0.007768602963759729,-0.13067186994485427
2,516,0,0,1,0,0,0,1,0,0,0,0,0,-1.014591790242754,0.32004528272787497,-1.545637773030328,-1.213420981877519,-1.178804087383721,-1.0936192772623592
2,1634,0,0,0,1,0,0,0,1,0,0,0,0,-0.4687496155085304,0.32004528272787497,1.5577775697922023,-0.3686843552719729,-0.43598307114717866,-0.3446601826820777
1,335,0,1,0,0,0,0,0,0,0,0,0,1,-1.035585720040224,1.0693623116467006,0.22774242286826082,-1.2489888398398579,-1.222499441279989,-1.0668707381702063
2,965,0,0,0,0,1,0,0,0,0,0,0,1,-0.5317314049009406,0.5244044724330084,-0.21560262610638634,-0.46649596466840487,-0.44472214192643195,-0.3714087217742307
5,907,0,0,0,1,0,0,0,0,1,0,0,0,-1.035585720040224,0.7968833920398545,0.22774242286826082,-1.2756647333116122,-1.2924120075140166,-1.1337420859005882
5,2608,0,1,0,0,0,0,0,0,0,1,0,0,-0.21682245793888874,1.4099609611552595,-0.21560262610638634,-0.11970934953560126,-0.2087672308865893,0.0030708255159097916
5,3826,0,0,1,0,0,0,0,0,0,0,0,1,0.22405006780798434,-1.0423493153063605,-0.21560262610638634,0.5027281648053267,0.5165756437914466,0.3508018337138979
2,737,0,1,0,0,0,0,0,1,0,0,0,0,-0.8466403518629928,1.2737215013518388,-0.21560262610638634,-0.9555540116505629,-0.9166319640061179,-0.7592625386104479
2,683,0,0,0,0,1,0,0,0,0,1,0,0,-0.8256464220655227,0.592524202334721,0.671087471842908,-0.9110941891976396,-0.8554584685513443,-0.772636808156524
1,775,0,1,0,0,0,1,0,0,0,0,0,0,-0.8466403518629928,1.5462004209586848,-0.6589476750810335,-0.9288781181788086,-0.9690663886816391,-0.7458882690643711
5,2761,0,0,1,0,0,0,1,0,0,0,0,0,-0.4477556857110602,0.1838058229244495,-1.1022927240556808,-0.3242245328190496,-0.2786797971206169,-0.2644145654056189
6,6961,0,0,1,0,0,0,0,0,0,1,0,0,0.5809468743649768,0.5244044724330084,-1.545637773030328,0.7250272770699441,0.7263133424935294,0.7386556505501145
2,660,0,0,1,0,0,0,1,0,0,0,0,0,-0.8886282114579331,0.25192555282616225,-1.1022927240556808,-0.9822299051223172,-0.9428491763438784,-0.8796309645251358
1,4234,0,1,0,0,0,1,0,0,0,0,0,0,0.43398936578268565,1.5462004209586848,-0.6589476750810335,0.4493763778618189,0.47288028989517955,0.6182872246354266
2,2184,0,0,0,1,0,0,0,0,1,0,0,0,-0.21682245793888874,0.1838058229244495,1.5577775697922023,-0.06635756259209344,-0.11263745231480116,-0.06380052221447224
2,1184,0,0,1,0,0,0,0,0,0,1,0,0,-0.4687496155085304,-0.08867309668239663,-0.21560262610638634,-0.3597923907813884,-0.322375151016884,-0.33128591313600153
3,14294,0,0,0,1,0,0,0,1,0,0,0,0,1.4836858556561927,0.5244044724330084,0.22774242286826082,1.409708542844966,1.2856138723657495,1.3404977801235551
6,734,0,0,1,0,0,0,0,0,1,0,0,0,-1.0565796498376943,-0.7698703956995143,-0.21560262610638634,-1.231204910858688,-1.1962822289422284,-1.2006134336309708
1,6199,0,0,1,0,0,0,0,0,0,1,0,0,0.8958558213270287,0.25192555282616225,-0.6589476750810335,0.9828942472969002,0.9360510411956123,0.9258954241951857
1,3668,0,0,0,1,0,0,0,1,0,0,0,0,0.475977225377626,0.32004528272787497,1.1144325208175552,0.644999596654682,0.6127054223632348,0.6316614941815027
7,787,0,0,0,0,1,0,0,0,0,1,0,0,-0.9935978604452838,0.7968833920398545,0.22774242286826082,-1.213420981877519,-1.1525868750459614,-1.0401221990780534
4,3144,0,0,0,0,1,0,0,0,0,1,0,0,-0.006883159964187171,0.6606439322364338,-0.6589476750810335,0.12037369171018511,0.1844909541798158,0.21705913825313325
4,620,0,0,0,0,1,0,0,0,1,0,0,0,-1.0565796498376943,-0.9742295854046525,-0.21560262610638634,-1.2578808043304424,-1.222499441279989,-1.2407362422692
2,6065,0,0,1,0,0,0,0,0,1,0,0,0,0.6439286637573872,-0.6336309358960936,-0.21560262610638634,0.9651103183157312,0.8923556872993444,0.7921527287344203
5,3299,0,0,0,1,0,0,0,0,1,0,0,0,-0.06986494935659765,-0.6336309358960936,0.671087471842908,0.19150940763486274,0.14953467106280202,0.08331644279236859
4,565,0,0,0,0,1,0,0,0,1,0,0,0,-1.0565796498376943,-1.0423493153063605,2.0011226187668494,-1.2845566978021967,-1.2574557243970028,-1.2808590509074298
1,4197,0,0,0,1,0,0,0,0,0,0,0,1,0.7908861723396778,-0.29303228638753487,1.1144325208175552,0.9206504958628079,0.9447901119748655,0.83227553737265
3,1436,0,0,1,0,0,0,0,1,0,0,0,0,-0.6367010538882915,-0.36115201628924276,-0.21560262610638634,-0.5731995385554213,-0.5408519204982201,-0.5586484954193012
3,746,0,0,1,0,0,0,0,1,0,0,0,0,-0.9096221412554033,-0.22491255648582212,-0.6589476750810335,-1.0266897275752405,-0.9778054594608923,-0.9598765818015945
7,11365,0,0,1,0,0,0,0,1,0,0,0,0,0.475977225377626,-0.29303228638753487,-0.6589476750810335,0.6983513835981906,0.7000961301557689,0.6182872246354266
5,787,0,0,0,0,1,0,0,0,0,0,1,0,-0.867634281660463,0.8650031219415671,-0.6589476750810335,-1.000013834103486,-0.9341101055646253,-0.8261338863408298
1,2477,0,0,0,0,1,0,0,1,0,0,0,0,-0.04887101955912749,-2.336624183438888,2.0011226187668494,0.26264512355954034,0.3155770158686178,-0.010303444030166378
3,928,0,0,0,1,0,0,1,0,0,0,0,0,-0.9935978604452838,0.1838058229244495,0.671087471842908,-1.1867450884057649,-1.1875431581629752,-1.0936192772623592
2,3762,0,0,0,0,1,0,0,0,0,1,0,0,0.22405006780798434,0.6606439322364338,-0.6589476750810335,0.351564768465387,0.3767505113233914,0.41767318144427995
2,16733,0,0,1,0,0,0,0,0,0,1,0,0,2.5333823455296995,2.2955174498775106,-0.6589476750810335,1.9254424832988783,1.8274362606794632,2.1028311442499135
3,1676,0,0,1,0,0,0,1,0,0,0,0,0,-0.6367010538882915,0.38816501262958286,-0.21560262610638634,-0.5909834675365903,-0.619503557511501,-0.5318999563271483
3,505,0,0,0,1,0,0,0,0,0,1,0,0,-1.014591790242754,0.5244044724330084,0.671087471842908,-1.2578808043304424,-1.1962822289422284,-1.1069935468084353
4,9467,0,0,0,1,0,0,0,0,0,0,1,0,1.4836858556561927,0.38816501262958286,1.1144325208175552,1.3652487203920427,1.3730045801582844,1.3404977801235551
2,5939,0,0,0,1,0,1,0,0,0,0,0,0,0.43398936578268565,0.7287636621381417,1.1144325208175552,0.6005397742017586,0.5340537853499538,0.6182872246354266
2,2913,0,0,0,1,0,1,0,0,0,0,0,0,-0.1958285281414186,-1.3829479648149192,0.671087471842908,0.049237975785507496,0.06214396327026789,-0.10392333085270133
3,6335,0,0,0,1,0,0,1,0,0,0,0,0,0.43398936578268565,0.8650031219415671,1.1144325208175552,0.5382960227676655,0.4990975022329401,0.5915386855432743
2,2515,0,0,1,0,0,0,0,1,0,0,0,0,-0.21682245793888874,0.38816501262958286,-0.6589476750810335,-0.05746559810150893,-0.02524674452226702,0.0030708255159097916
5,471,0,0,0,0,1,0,1,0,0,0,0,0,-1.182543228622515,0.25192555282616225,0.671087471842908,-1.5957754549726606,-1.528366918553859,-1.4413502854603468
2,1601,0,0,1,0,0,0,1,0,0,0,0,0,-0.6367010538882915,-0.29303228638753487,-0.5702786652861028,-0.5554156095742515,-0.5321128497189669,-0.5318999563271483
4,6980,0,0,1,0,0,0,0,0,0,0,1,0,0.6859165233523271,0.11568609302273675,-1.1022927240556808,0.822838886466376,0.8311821918445709,0.7921527287344203
1,4312,0,1,0,0,0,0,1,0,0,0,0,0,0.41299543598521554,1.0693623116467006,-1.1022927240556808,0.4493763778618189,0.47288028989517955,0.5647901464511214
3,5034,0,0,0,0,1,0,0,0,0,1,0,0,0.43398936578268565,0.9331228518432799,-0.6589476750810335,0.5916478097111741,0.5340537853499538,0.6450357637275802
4,698,0,0,0,1,0,0,0,0,0,1,0,0,-1.035585720040224,0.7287636621381417,0.22774242286826082,-1.2756647333116122,-1.2749338659555092,-1.1337420859005882
2,2444,0,1,0,0,0,1,0,0,0,0,0,0,-0.21682245793888874,-1.2467085050114988,2.4444676677414967,-0.004113811158000326,0.05340489249101385,-0.11729760039877811
1,4769,0,0,1,0,0,0,0,1,0,0,0,0,0.475977225377626,-0.08867309668239663,-1.1022927240556808,0.6627835256358517,0.6214444931424881,0.5915386855432743
5,578,0,0,0,0,1,0,0,0,0,1,0,0,-1.035585720040224,-0.36115201628924276,-1.1022927240556808,-1.1867450884057649,-1.1438478042667073,-1.1337420859005882
5,2558,0,0,1,0,0,0,0,1,0,0,0,0,-0.5317314049009406,0.38816501262958286,-1.545637773030328,-0.4220361422154815,-0.40102678803016484,-0.3446601826820777
3,6468,0,0,0,1,0,0,0,1,0,0,0,0,0.41299543598521554,0.592524202334721,1.1144325208175552,0.5560799517488353,0.47288028989517955,0.5514158769050446
3,1873,0,0,0,0,1,0,0,0,1,0,0,0,-0.34278603672370944,0.6606439322364338,0.671087471842908,-0.270872745875541,-0.21750630166584256,-0.15742040903700721
2,5251,0,0,1,0,0,0,0,0,0,1,0,0,0.4549832955801558,-0.6336309358960936,0.22774242286826082,0.644999596654682,0.6476617054802486,0.5246673378128917
4,1094,0,0,1,0,0,0,1,0,0,0,0,0,-0.9306160710528734,0.4562847425312956,-1.1022927240556808,-1.0089057985940708,-1.012761742577906,-0.9063795036172887
6,10069,0,0,0,0,1,0,0,1,0,0,0,0,0.6439286637573872,0.5244044724330084,0.671087471842908,0.7517031705416984,0.7700086963897965,0.7787784591883442
4,8639,0,0,1,0,0,0,0,0,1,0,0,0,0.7698922425422078,0.04756636312102401,-0.21560262610638634,0.9028665668816381,0.918572899637105,0.8590240764648036
4,1234,1,0,0,0,0,0,0,0,0,1,0,0,-0.6157071240908213,-4.243976620686816,2.887812716716144,-0.270872745875541,-0.3048970094583767,-0.7191397299722188
1,7841,0,0,0,0,1,0,0,0,0,0,1,0,1.4836858556561927,-1.1785887751097859,0.671087471842908,1.5164121167319824,1.5477859957433528,1.260252162847097
2,882,0,0,0,1,0,0,1,0,0,0,0,0,-0.8466403518629928,0.32004528272787497,2.0011226187668494,-0.9377700826693931,-0.9515882471231317,-0.8528824254329829
1,4295,0,1,0,0,0,1,0,0,0,0,0,0,0.41299543598521554,-2.677222832947447,0.22774242286826082,0.7694870995228682,0.7000961301557689,0.33742756416782116
5,984,0,0,0,1,0,1,0,0,0,0,0,0,-0.9726039306478136,-1.1104690452080732,0.22774242286826082,-1.0800415145187483,-1.04771802569492,-1.0936192772623592
4,1153,0,0,0,1,0,0,1,0,0,0,0,0,-0.8256464220655227,-1.1104690452080732,0.22774242286826082,-0.8043906153106232,-0.8205021854343305,-0.8662566949790595
3,8251,0,0,1,0,0,0,0,1,0,0,0,0,0.6649225935548574,0.25192555282616225,-0.6589476750810335,0.7872710285040372,0.8049649795068103,0.7787784591883442
6,1422,0,0,0,1,0,0,0,1,0,0,0,0,-0.7836585624705824,-0.9742295854046525,0.22774242286826082,-0.7421468638765301,-0.7593286899795562,-0.7993853472486769
1,7388,0,0,1,0,0,0,0,0,0,1,0,0,1.5046797854536629,0.38816501262958286,-0.6589476750810335,1.4186005073355505,1.3030920139242568,1.327123510577479
4,830,0,0,0,1,0,0,0,0,0,0,0,1,-0.8256464220655227,0.1838058229244495,-1.1022927240556808,-0.8666343667447163,-0.8816756808891041,-0.7993853472486769
3,11217,0,0,1,0,0,0,0,0,0,0,1,0,1.7146190834283643,0.04756636312102401,-1.1022927240556808,1.6142237261284136,1.608959491198127,1.514363284222549
3,568,0,1,0,0,0,0,0,0,0,1,0,0,-0.9306160710528734,1.3418412312535515,-1.1022927240556808,-1.1156093724810872,-1.0739352380326805,-0.9063795036172887
6,840,0,0,1,0,0,0,0,1,0,0,0,0,-1.035585720040224,0.38816501262958286,-1.545637773030328,-1.2489888398398579,-1.213760370500735,-1.120367816354512
6,1013,0,0,0,1,0,0,0,0,1,0,0,0,-1.0565796498376943,0.6606439322364338,0.671087471842908,-1.311232591273951,-1.3361073614102836,-1.1872391640848943
3,1857,0,0,1,0,0,1,0,0,0,0,0,0,-0.573719264495881,-0.36115201628924276,-0.21560262610638634,-0.48427989364957386,-0.4272440003679254,-0.46502860859676565
3,2137,0,1,0,0,0,0,0,0,0,1,0,0,-0.21682245793888874,1.6143201508603928,0.22774242286826082,-0.20862899444144867,-0.1563328062110682,0.0030708255159097916
2,447,0,0,0,1,0,0,0,0,0,0,1,0,-0.9726039306478136,0.6606439322364338,0.22774242286826082,-1.1956370528963494,-1.1525868750459614,-1.0401221990780534
3,583,0,0,0,0,1,0,0,1,0,0,0,0,-1.035585720040224,0.8650031219415671,-0.21560262610638634,-1.311232591273951,-1.2399775828384954,-1.120367816354512
3,1676,0,0,0,1,0,0,1,0,0,0,0,0,-0.6367010538882915,0.7968833920398545,1.1144325208175552,-0.5731995385554213,-0.5932863451737405,-0.46502860859676565
1,2756,0,0,0,1,0,0,1,0,0,0,0,0,-0.027877089761657328,-0.22491255648582212,0.22774242286826082,0.25375315906895585,0.1844909541798158,0.17693632961490413
2,886,0,0,1,0,0,0,0,1,0,0,0,0,-0.867634281660463,0.04756636312102401,-1.1022927240556808,-0.9288781181788086,-0.8991538224476114,-0.8528824254329829
7,1168,0,0,1,0,0,0,0,1,0,0,0,0,-1.035585720040224,-0.4973914760926682,-0.6589476750810335,-1.213420981877519,-1.170065016604468,-1.1604906249927411
1,1150,0,0,1,0,0,0,0,0,1,0,0,0,-0.5947131942933511,-0.29303228638753487,-0.6589476750810335,-0.49317185814015835,-0.46220028348493924,-0.4784028781428424
5,1813,0,0,1,0,0,0,0,0,1,0,0,0,-0.6157071240908213,-1.1104690452080732,-0.6589476750810335,-0.46649596466840487,-0.44472214192643195,-0.5452742258732244
4,1033,0,0,1,0,0,0,1,0,0,0,0,0,-0.9726039306478136,0.1838058229244495,-0.6589476750810335,-1.0889334790093337,-1.1088915211496935,-1.0133736599859005
6,1235,0,0,0,1,0,0,0,0,1,0,0,0,-0.8046524922680526,0.6606439322364338,0.22774242286826082,-0.8488504377635465,-0.8816756808891041,-0.7458882690643711
0,2376,1,0,0,0,0,0,0,0,1,0,0,0,0.8328740319346182,3.317313398403187,-0.21560262610638634,0.7339192415605293,0.6564007762595019,1.0596381196559497
1,5154,0,0,1,0,0,0,0,0,0,0,1,0,0.9798315405169093,0.25192555282616225,-0.6589476750810335,1.0451379987309934,1.0583980321051603,1.01951531101772
1,3192,0,1,0,0,0,0,0,0,0,1,0,0,0.41299543598521554,0.1838058229244495,2.887812716716144,0.6094317386923431,0.47288028989517955,0.5246673378128917
6,828,0,0,1,0,0,0,0,1,0,0,0,0,-1.014591790242754,-0.4973914760926682,-0.6589476750810335,-1.1778531239151802,-1.1176305919289475,-1.120367816354512
1,2694,0,0,1,0,0,0,0,1,0,0,0,0,-0.0908588791540678,-0.15679282658410937,-1.1022927240556808,0.1114817272196006,0.1320565295042955,0.09669071233844535
2,5033,0,0,0,0,1,1,0,0,0,0,0,0,0.22405006780798434,0.7287636621381417,0.22774242286826082,0.3693486974465568,0.3854895821026454,0.44442172053643286
3,3370,0,1,0,0,0,0,0,0,1,0,0,0,0.07709255922569323,1.2737215013518388,0.671087471842908,0.12926565620076963,0.16701281262130932,0.2839304859835153
5,6004,0,0,1,0,0,1,0,0,0,0,0,0,-0.006883159964187171,0.11568609302273675,-0.6589476750810335,0.14704958518193942,0.17575188340056255,0.16356206006882737
2,4130,0,0,0,0,1,1,0,0,0,0,0,0,0.20305613801051417,-1.1104690452080732,0.22774242286826082,0.4671603068429879,0.4816193606744328,0.3106790250756682
7,12895,0,0,0,0,1,0,1,0,0,0,0,0,0.7279043829472674,-1.723546614323478,-0.21560262610638634,0.9206504958628079,0.971007324312626,0.6584100332736563
2,6681,0,0,1,0,0,0,0,0,0,1,0,0,0.8958558213270287,-0.15679282658410937,-0.21560262610638634,1.0451379987309934,0.9972245366503859,0.9392696937412618
4,698,0,0,1,0,0,0,1,0,0,0,0,0,-0.9726039306478136,-1.791666344225191,-0.21560262610638634,-1.0622575855375793,-1.0215008133571593,-1.1337420859005882
6,810,0,0,1,0,0,0,0,0,1,0,0,0,-0.9935978604452838,0.38816501262958286,-1.1022927240556808,-1.1778531239151802,-1.1438478042667073,-1.0534964686241302
6,10701,0,0,0,0,1,0,0,1,0,0,0,0,0.622934733959917,-1.3148282349132114,-1.545637773030328,0.8850826379004691,0.8923556872993444,0.6584100332736563
2,2386,0,0,1,0,0,0,0,0,1,0,0,0,-0.1958285281414186,0.32004528272787497,-0.6589476750810335,0.00477815333258418,-0.05146395686002679,0.016445095061986555
1,838,0,0,0,1,0,0,1,0,0,0,0,0,-0.8046524922680526,-1.996025533930329,1.1144325208175552,-0.7510388283671146,-0.7768068315380627,-0.9063795036172887
2,6405,0,0,1,0,0,0,0,0,0,0,1,0,0.7698922425422078,-0.02055336678068389,-0.6589476750810335,0.8761906734098847,0.9010947580785985,0.83227553737265
1,964,0,0,1,0,0,0,0,0,0,1,0,0,-0.6367010538882915,0.38816501262958286,-1.988982822004975,-0.5731995385554213,-0.5321128497189669,-0.4784028781428424
1,4478,0,0,0,1,0,0,1,0,0,0,0,0,0.4549832955801558,-1.2467085050114988,0.22774242286826082,0.7605951350322829,0.7000961301557689,0.5246673378128917
1,18198,0,0,1,0,0,0,0,0,0,1,0,0,2.65934592431452,1.2056017714501261,-1.988982822004975,2.112173737601156,2.0459130301607993,2.1295796833420657
4,3153,0,0,0,0,1,0,0,0,0,1,0,0,0.05609862942822307,0.9331228518432799,1.1144325208175552,0.14704958518193942,0.2019690957383231,0.2705562164374391
4,1230,0,0,1,0,0,1,0,0,0,0,0,0,-0.8256464220655227,0.7968833920398545,-0.21560262610638634,-0.8844182957258853,-0.8904147516683574,-0.7592625386104479
7,10787,0,0,1,0,0,0,0,1,0,0,0,0,0.49697115517509616,0.04756636312102401,-1.1022927240556808,0.6627835256358517,0.7088352009350222,0.6450357637275802
1,997,0,0,0,1,0,1,0,0,0,0,0,0,-0.6367010538882915,0.7968833920398545,0.22774242286826082,-0.6087673965177601,-0.6457207698492615,-0.5051514172349953
5,12123,0,0,1,0,0,0,0,0,0,1,0,0,1.5046797854536629,0.04756636312102401,0.22774242286826082,1.4808442587696435,1.3992217924960442,1.3538720496696313
3,3921,0,0,0,1,0,0,0,0,0,1,0,0,0.22405006780798434,-1.451067694716632,1.1144325208175552,0.4493763778618189,0.47288028989517955,0.2571819468913629
3,706,0,0,1,0,0,0,0,1,0,0,0,0,-0.9516100008503435,0.25192555282616225,-0.6589476750810335,-1.0711495500281638,-1.0302398841364127,-0.9598765818015945
2,773,0,0,1,0,0,0,0,1,0,0,0,0,-0.8046524922680526,-0.7698703956995143,-0.21560262610638634,-0.8043906153106232,-0.7418505484210489,-0.7993853472486769
4,6412,0,0,0,1,0,0,0,0,1,0,0,0,0.43398936578268565,-1.3148282349132114,0.671087471842908,0.6716754901264362,0.7000961301557689,0.4711702596285858
2,14857,0,0,1,0,0,0,0,0,0,0,1,0,2.65934592431452,-0.36115201628924276,-0.21560262610638634,2.112173737601156,2.168260021070348,1.9423399096969958
4,1200,0,0,0,1,0,1,0,0,0,0,0,0,-0.8466403518629928,0.5244044724330084,1.1144325208175552,-0.9110941891976396,-0.9515882471231317,-0.8261338863408298
1,3763,0,0,0,0,1,0,1,0,0,0,0,0,0.41299543598521554,1.0012425817449926,-0.6589476750810335,0.5827558452205897,0.4990975022329401,0.6316614941815027
1,3974,0,0,0,1,0,0,0,1,0,0,0,0,0.475977225377626,-1.0423493153063605,-1.1022927240556808,0.7517031705416984,0.6826179885972624,0.5380416073589684
2,3715,0,0,1,0,0,0,1,0,0,0,0,0,-0.027877089761657328,-0.08867309668239663,-1.1022927240556808,0.17372547865369373,0.25440352041384345,0.1903105991609803
3,3672,0,0,0,0,1,1,0,0,0,0,0,0,-0.04887101955912749,-1.3148282349132114,1.1144325208175552,0.20040137212544723,0.24566444963459017,0.05656790370021565
1,4561,0,0,1,0,0,0,0,0,1,0,0,0,0.5179650849725663,0.38816501262958286,-0.6589476750810335,0.6894594191076053,0.7263133424935294,0.7119071114579621
3,2714,0,0,0,0,1,0,0,0,0,0,1,0,0.014110769833282986,1.5462004209586848,1.1144325208175552,0.08480583374784631,0.1145783879457882,0.2705562164374391
2,526,0,0,0,0,1,0,0,0,0,0,0,1,-0.8466403518629928,-0.22491255648582212,0.22774242286826082,-0.8755263312353008,-0.8379803269928371,-0.8261338863408298
1,6216,0,0,0,1,0,0,0,0,0,1,0,0,1.4207040662637822,-1.3829479648149192,0.671087471842908,1.5253040812225669,1.4603952879508186,1.193380815116715
4,8679,0,0,1,0,0,0,0,1,0,0,0,0,0.8958558213270287,-0.29303228638753487,-0.21560262610638634,1.054029963221578,0.971007324312626,0.9125211546491094
